ISP (UTC),Imbalance+ [EUR/MWh],Imbalance- [EUR/MWh],Total Imbalance [MWh]
17.10.2019 20:30 - 17.10.2019 21:00,66.17,73.13,64
17.10.2019 21:00 - 17.10.2019 21:30,23.44,25.9,201
17.10.2019 21:30 - 17.10.2019 22:00,29.94,33.1,676
17.10.2019 22:00 - 17.10.2019 22:30,26.38,29.16,37
17.10.2019 22:30 - 17.10.2019 23:00,25.19,27.85,939
17.10.2019 23:00 - 17.10.2019 23:30,33.53,37.05,123
17.10.2019 23:30 - 18.10.2019 00:00,24.54,27.12,368
18.10.2019 00:00 - 18.10.2019 00:30,26.89,29.73,62
18.10.2019 00:30 - 18.10.2019 01:00,13.43,14.85,308
18.10.2019 01:00 - 18.10.2019 01:30,29.19,32.27,280
18.10.2019 01:30 - 18.10.2019 02:00,12.73,14.07,178
18.10.2019 02:00 - 18.10.2019 02:30,11.54,12.76,285
18.10.2019 02:30 - 18.10.2019 03:00,16.54,18.28,528
18.10.2019 03:00 - 18.10.2019 03:30,22.92,25.34,614
18.10.2019 03:30 - 18.10.2019 04:00,19.73,21.81,624
18.10.2019 04:00 - 18.10.2019 04:30,22.49,24.85,757
18.10.2019 04:30 - 18.10.2019 05:00,26.13,28.88,172
18.10.2019 05:00 - 18.10.2019 05:30,34.11,37.71,475
18.10.2019 05:30 - 18.10.2019 06:00,35.36,39.08,206
18.10.2019 06:00 - 18.10.2019 06:30,48.89,54.03,23
18.10.2019 06:30 - 18.10.2019 07:00,36.77,40.64,98
18.10.2019 07:00 - 18.10.2019 07:30,55.88,61.76,38
18.10.2019 07:30 - 18.10.2019 08:00,56.83,62.81,7
18.10.2019 08:00 - 18.10.2019 08:30,56.03,61.93,510
18.10.2019 08:30 - 18.10.2019 09:00,58.44,64.6,439
18.10.2019 09:00 - 18.10.2019 09:30,56.59,62.55,464
18.10.2019 09:30 - 18.10.2019 10:00,56.96,62.96,59
18.10.2019 10:00 - 18.10.2019 10:30,41.23,45.57,843
18.10.2019 10:30 - 18.10.2019 11:00,34.79,38.45,857
18.10.2019 11:00 - 18.10.2019 11:30,20.09,22.21,812
18.10.2019 11:30 - 18.10.2019 12:00,18.92,20.92,904
18.10.2019 12:00 - 18.10.2019 12:30,14.71,16.25,712
18.10.2019 12:30 - 18.10.2019 13:00,18.93,20.93,997
18.10.2019 13:00 - 18.10.2019 13:30,15.51,17.15,814
18.10.2019 13:30 - 18.10.2019 14:00,18.29,20.21,1035
18.10.2019 14:00 - 18.10.2019 14:30,17.14,18.94,998
18.10.2019 14:30 - 18.10.2019 15:00,16.82,18.6,843
18.10.2019 15:00 - 18.10.2019 15:30,17.45,19.29,583
18.10.2019 15:30 - 18.10.2019 16:00,22.68,25.06,219
18.10.2019 16:00 - 18.10.2019 16:30,34.31,37.93,277
18.10.2019 16:30 - 18.10.2019 17:00,33.86,37.42,56
18.10.2019 17:00 - 18.10.2019 17:30,40.86,45.16,255
18.10.2019 17:30 - 18.10.2019 18:00,39.58,43.74,410
18.10.2019 18:00 - 18.10.2019 18:30,39.43,43.59,341
18.10.2019 18:30 - 18.10.2019 19:00,27.76,30.68,646
18.10.2019 19:00 - 18.10.2019 19:30,22.27,24.61,363
18.10.2019 19:30 - 18.10.2019 20:00,22.38,24.74,793
18.10.2019 20:00 - 18.10.2019 20:30,26.33,29.11,1041
18.10.2019 20:30 - 18.10.2019 21:00,53.54,59.18,43
18.10.2019 21:00 - 18.10.2019 21:30,25.46,28.14,36
18.10.2019 21:30 - 18.10.2019 22:00,27.55,30.45,284
18.10.2019 22:00 - 18.10.2019 22:30,44.21,48.87,267
18.10.2019 22:30 - 18.10.2019 23:00,22.64,25.02,448
18.10.2019 23:00 - 18.10.2019 23:30,28.84,31.88,84
18.10.2019 23:30 - 19.10.2019 00:00,20.52,22.68,114
19.10.2019 00:00 - 19.10.2019 00:30,39.81,44.01,452
19.10.2019 00:30 - 19.10.2019 01:00,17.6,19.46,351
19.10.2019 01:00 - 19.10.2019 01:30,22.71,25.1,8
19.10.2019 01:30 - 19.10.2019 02:00,16.7,18.46,342
19.10.2019 02:00 - 19.10.2019 02:30,10.72,11.84,404
19.10.2019 02:30 - 19.10.2019 03:00,9.88,10.92,254
19.10.2019 03:00 - 19.10.2019 03:30,16.57,18.31,574
19.10.2019 03:30 - 19.10.2019 04:00,14.49,16.01,340
19.10.2019 04:00 - 19.10.2019 04:30,25.77,28.49,570
19.10.2019 04:30 - 19.10.2019 05:00,26,28.74,484
19.10.2019 05:00 - 19.10.2019 05:30,26.84,29.66,668
19.10.2019 05:30 - 19.10.2019 06:00,26.46,29.24,569
19.10.2019 06:00 - 19.10.2019 06:30,24.99,27.63,760
19.10.2019 06:30 - 19.10.2019 07:00,24.18,26.72,483
19.10.2019 07:00 - 19.10.2019 07:30,23.53,26.01,626
19.10.2019 07:30 - 19.10.2019 08:00,21.49,23.75,364
19.10.2019 08:00 - 19.10.2019 08:30,20.64,22.82,372
19.10.2019 08:30 - 19.10.2019 09:00,22.69,25.07,477
19.10.2019 09:00 - 19.10.2019 09:30,30.39,33.59,506
19.10.2019 09:30 - 19.10.2019 10:00,23.62,26.1,227
19.10.2019 10:00 - 19.10.2019 10:30,23.49,25.97,35
19.10.2019 10:30 - 19.10.2019 11:00,44.32,48.98,84
19.10.2019 11:00 - 19.10.2019 11:30,49.92,55.18,91
19.10.2019 11:30 - 19.10.2019 12:00,28.51,31.51,285
19.10.2019 12:00 - 19.10.2019 12:30,32,35.36,8
19.10.2019 12:30 - 19.10.2019 13:00,21.74,24.02,221
19.10.2019 13:00 - 19.10.2019 13:30,21.42,23.68,304
19.10.2019 13:30 - 19.10.2019 14:00,20.79,22.97,247
19.10.2019 14:00 - 19.10.2019 14:30,21.62,23.9,144
19.10.2019 14:30 - 19.10.2019 15:00,33.29,36.79,25
19.10.2019 15:00 - 19.10.2019 15:30,22.22,24.56,71
19.10.2019 15:30 - 19.10.2019 16:00,36.56,40.4,219
19.10.2019 16:00 - 19.10.2019 16:30,27.68,30.6,487
19.10.2019 16:30 - 19.10.2019 17:00,26.97,29.81,238
19.10.2019 17:00 - 19.10.2019 17:30,46.4,51.28,5
19.10.2019 17:30 - 19.10.2019 18:00,51.83,57.29,27
19.10.2019 18:00 - 19.10.2019 18:30,49.12,54.29,10
19.10.2019 18:30 - 19.10.2019 19:00,31.93,35.29,314
19.10.2019 19:00 - 19.10.2019 19:30,45.45,50.23,269
19.10.2019 19:30 - 19.10.2019 20:00,28.45,31.45,108
19.10.2019 20:00 - 19.10.2019 20:30,24.46,27.04,666
19.10.2019 20:30 - 19.10.2019 21:00,33.3,36.8,118
19.10.2019 21:00 - 19.10.2019 21:30,31.52,34.84,252
19.10.2019 21:30 - 19.10.2019 22:00,31.52,34.84,394
19.10.2019 22:00 - 19.10.2019 22:30,37.46,41.4,73
19.10.2019 22:30 - 19.10.2019 23:00,22.3,24.64,519
19.10.2019 23:00 - 19.10.2019 23:30,24.71,27.31,451
19.10.2019 23:30 - 20.10.2019 00:00,28.62,31.64,146
20.10.2019 00:00 - 20.10.2019 00:30,41.74,46.14,609
20.10.2019 00:30 - 20.10.2019 01:00,40.74,45.02,16
20.10.2019 01:00 - 20.10.2019 01:30,36.47,40.31,171
20.10.2019 01:30 - 20.10.2019 02:00,23.22,25.66,208
20.10.2019 02:00 - 20.10.2019 02:30,29.24,32.32,163
20.10.2019 02:30 - 20.10.2019 03:00,19.81,21.89,50
20.10.2019 03:00 - 20.10.2019 03:30,19.72,21.8,189
20.10.2019 03:30 - 20.10.2019 04:00,21.33,23.57,311
20.10.2019 04:00 - 20.10.2019 04:30,22.67,25.05,529
20.10.2019 04:30 - 20.10.2019 05:00,22.57,24.95,440
20.10.2019 05:00 - 20.10.2019 05:30,22.67,25.05,827
20.10.2019 05:30 - 20.10.2019 06:00,20.58,22.74,798
20.10.2019 06:00 - 20.10.2019 06:30,21.36,23.6,809
20.10.2019 06:30 - 20.10.2019 07:00,19.41,21.45,499
20.10.2019 07:00 - 20.10.2019 07:30,22.73,25.13,348
20.10.2019 07:30 - 20.10.2019 08:00,25.69,28.39,150
20.10.2019 08:00 - 20.10.2019 08:30,41.14,45.47,189
20.10.2019 08:30 - 20.10.2019 09:00,47.7,52.72,22
20.10.2019 09:00 - 20.10.2019 09:30,48.24,53.32,133
20.10.2019 09:30 - 20.10.2019 10:00,46.91,51.85,445
20.10.2019 10:00 - 20.10.2019 10:30,47.5,52.5,337
20.10.2019 10:30 - 20.10.2019 11:00,46.89,51.83,613
20.10.2019 11:00 - 20.10.2019 11:30,48.53,53.63,378
20.10.2019 11:30 - 20.10.2019 12:00,45.13,49.88,68
20.10.2019 12:00 - 20.10.2019 12:30,37.72,41.69,259
20.10.2019 12:30 - 20.10.2019 13:00,30.14,33.32,153
20.10.2019 13:00 - 20.10.2019 13:30,28.24,31.22,438
20.10.2019 13:30 - 20.10.2019 14:00,28.16,31.12,540
20.10.2019 14:00 - 20.10.2019 14:30,28.88,31.92,436
20.10.2019 14:30 - 20.10.2019 15:00,28.6,31.62,338
20.10.2019 15:00 - 20.10.2019 15:30,28.66,31.68,183
20.10.2019 15:30 - 20.10.2019 16:00,39.9,44.1,374
20.10.2019 16:00 - 20.10.2019 16:30,39.97,44.17,298
20.10.2019 16:30 - 20.10.2019 17:00,35.05,38.73,126
20.10.2019 17:00 - 20.10.2019 17:30,36,39.78,46
20.10.2019 17:30 - 20.10.2019 18:00,56.18,62.1,81
20.10.2019 18:00 - 20.10.2019 18:30,56.4,62.34,241
20.10.2019 18:30 - 20.10.2019 19:00,56.29,62.21,134
20.10.2019 19:00 - 20.10.2019 19:30,43.93,48.55,176
20.10.2019 19:30 - 20.10.2019 20:00,32.88,36.34,337
20.10.2019 20:00 - 20.10.2019 20:30,21.93,24.23,123
20.10.2019 20:30 - 20.10.2019 21:00,44.4,49.08,61
20.10.2019 21:00 - 20.10.2019 21:30,51.09,56.47,1
20.10.2019 21:30 - 20.10.2019 22:00,34.2,37.8,308
20.10.2019 22:00 - 20.10.2019 22:30,39.87,44.07,336
20.10.2019 22:30 - 20.10.2019 23:00,24.92,27.54,294
20.10.2019 23:00 - 20.10.2019 23:30,23.04,25.46,56
20.10.2019 23:30 - 21.10.2019 00:00,22.95,25.37,495
21.10.2019 00:00 - 21.10.2019 00:30,19.18,21.2,248
21.10.2019 00:30 - 21.10.2019 01:00,21.95,24.27,1060
21.10.2019 01:00 - 21.10.2019 01:30,20.22,22.34,470
21.10.2019 01:30 - 21.10.2019 02:00,17.89,19.77,577
21.10.2019 02:00 - 21.10.2019 02:30,18.82,20.8,670
21.10.2019 02:30 - 21.10.2019 03:00,17.5,19.34,446
21.10.2019 03:00 - 21.10.2019 03:30,21.59,23.87,530
21.10.2019 03:30 - 21.10.2019 04:00,28.49,31.49,89
21.10.2019 04:00 - 21.10.2019 04:30,33.97,37.55,716
21.10.2019 04:30 - 21.10.2019 05:00,40.46,44.72,310
21.10.2019 05:00 - 21.10.2019 05:30,46.86,51.8,787
21.10.2019 05:30 - 21.10.2019 06:00,34.83,38.49,326
21.10.2019 06:00 - 21.10.2019 06:30,38.96,43.06,52
21.10.2019 06:30 - 21.10.2019 07:00,49.9,55.16,356
21.10.2019 07:00 - 21.10.2019 07:30,53.04,58.62,355
21.10.2019 07:30 - 21.10.2019 08:00,57.94,64.04,416
21.10.2019 08:00 - 21.10.2019 08:30,60.8,67.2,563
21.10.2019 08:30 - 21.10.2019 09:00,61.57,68.05,399
21.10.2019 09:00 - 21.10.2019 09:30,66.76,73.78,0
21.10.2019 09:30 - 21.10.2019 10:00,69.93,77.29,116
21.10.2019 10:00 - 21.10.2019 10:30,44.87,49.59,225
21.10.2019 10:30 - 21.10.2019 11:00,44.87,49.59,267
21.10.2019 11:00 - 21.10.2019 11:30,40.1,44.32,352
21.10.2019 11:30 - 21.10.2019 12:00,31.02,34.28,526
21.10.2019 12:00 - 21.10.2019 12:30,46.58,51.48,23
21.10.2019 12:30 - 21.10.2019 13:00,33.47,36.99,383
21.10.2019 13:00 - 21.10.2019 13:30,52.18,57.68,272
21.10.2019 13:30 - 21.10.2019 14:00,52.16,57.66,347
21.10.2019 14:00 - 21.10.2019 14:30,52.16,57.65,457
21.10.2019 14:30 - 21.10.2019 15:00,53.43,59.05,423
21.10.2019 15:00 - 21.10.2019 15:30,51.67,57.11,199
21.10.2019 15:30 - 21.10.2019 16:00,58.49,64.65,450
21.10.2019 16:00 - 21.10.2019 16:30,54.68,60.44,79
21.10.2019 16:30 - 21.10.2019 17:00,89.84,99.3,568
21.10.2019 17:00 - 21.10.2019 17:30,37.55,41.51,31
21.10.2019 17:30 - 21.10.2019 18:00,44.21,48.87,507
21.10.2019 18:00 - 21.10.2019 18:30,56.89,62.87,293
21.10.2019 18:30 - 21.10.2019 19:00,54.09,59.79,500
21.10.2019 19:00 - 21.10.2019 19:30,42.15,46.59,268
21.10.2019 19:30 - 21.10.2019 20:00,24.99,27.63,848
21.10.2019 20:00 - 21.10.2019 20:30,21.81,24.11,764
21.10.2019 20:30 - 21.10.2019 21:00,49.46,54.66,104
21.10.2019 21:00 - 21.10.2019 21:30,48.11,53.17,50
21.10.2019 21:30 - 21.10.2019 22:00,38.17,42.19,183
21.10.2019 22:00 - 21.10.2019 22:30,43.06,47.6,579
21.10.2019 22:30 - 21.10.2019 23:00,25.78,28.5,341
21.10.2019 23:00 - 21.10.2019 23:30,35.47,39.21,254
21.10.2019 23:30 - 22.10.2019 00:00,35.42,39.14,301
22.10.2019 00:00 - 22.10.2019 00:30,33.72,37.26,406
22.10.2019 00:30 - 22.10.2019 01:00,21.14,23.36,713
22.10.2019 01:00 - 22.10.2019 01:30,30.25,33.43,50
22.10.2019 01:30 - 22.10.2019 02:00,19.28,21.3,379
22.10.2019 02:00 - 22.10.2019 02:30,16.83,18.61,207
22.10.2019 02:30 - 22.10.2019 03:00,31.65,34.99,45
22.10.2019 03:00 - 22.10.2019 03:30,35.44,39.18,78
22.10.2019 03:30 - 22.10.2019 04:00,34.39,38.01,121
22.10.2019 04:00 - 22.10.2019 04:30,42.23,46.67,547
22.10.2019 04:30 - 22.10.2019 05:00,47.36,52.34,582
22.10.2019 05:00 - 22.10.2019 05:30,47.81,52.85,697
22.10.2019 05:30 - 22.10.2019 06:00,44,48.64,265
22.10.2019 06:00 - 22.10.2019 06:30,51.46,56.88,132
22.10.2019 06:30 - 22.10.2019 07:00,58.24,64.37,323
22.10.2019 07:00 - 22.10.2019 07:30,57,63,518
22.10.2019 07:30 - 22.10.2019 08:00,55.04,60.84,297
22.10.2019 08:00 - 22.10.2019 08:30,53.59,59.23,263
22.10.2019 08:30 - 22.10.2019 09:00,53.48,59.1,103
22.10.2019 09:00 - 22.10.2019 09:30,52.66,58.2,247
22.10.2019 09:30 - 22.10.2019 10:00,52.54,58.07,611
22.10.2019 10:00 - 22.10.2019 10:30,58.07,64.19,1007
22.10.2019 10:30 - 22.10.2019 11:00,57.44,63.48,1108
22.10.2019 11:00 - 22.10.2019 11:30,51.59,57.03,864
22.10.2019 11:30 - 22.10.2019 12:00,52.36,57.88,757
22.10.2019 12:00 - 22.10.2019 12:30,51.21,56.6,1791
22.10.2019 12:30 - 22.10.2019 13:00,54.36,60.08,974
22.10.2019 13:00 - 22.10.2019 13:30,58.38,64.52,914
22.10.2019 13:30 - 22.10.2019 14:00,55.83,61.71,673
22.10.2019 14:00 - 22.10.2019 14:30,48.59,53.71,669
22.10.2019 14:30 - 22.10.2019 15:00,49.92,55.18,506
22.10.2019 15:00 - 22.10.2019 15:30,49.33,54.53,29
22.10.2019 15:30 - 22.10.2019 16:00,49.33,54.53,505
22.10.2019 16:00 - 22.10.2019 16:30,51.14,56.52,793
22.10.2019 16:30 - 22.10.2019 17:00,43.68,48.28,117
22.10.2019 17:00 - 22.10.2019 17:30,50.92,56.28,191
22.10.2019 17:30 - 22.10.2019 18:00,56.21,62.13,410
22.10.2019 18:00 - 22.10.2019 18:30,58.02,64.12,261
22.10.2019 18:30 - 22.10.2019 19:00,52.08,57.56,795
22.10.2019 19:00 - 22.10.2019 19:30,45.27,50.03,59
22.10.2019 19:30 - 22.10.2019 20:00,42.74,47.24,483
22.10.2019 20:00 - 22.10.2019 20:30,37.49,41.43,460
22.10.2019 20:30 - 22.10.2019 21:00,42.21,46.65,234
22.10.2019 21:00 - 22.10.2019 21:30,47.07,52.03,21
22.10.2019 21:30 - 22.10.2019 22:00,36.46,40.3,584
22.10.2019 22:00 - 22.10.2019 22:30,41.04,45.36,151
22.10.2019 22:30 - 22.10.2019 23:00,24.35,26.91,769
22.10.2019 23:00 - 22.10.2019 23:30,44.02,48.66,345
22.10.2019 23:30 - 23.10.2019 00:00,34.19,37.79,27
23.10.2019 00:00 - 23.10.2019 00:30,32.42,35.84,336
23.10.2019 00:30 - 23.10.2019 01:00,20.63,22.81,205
23.10.2019 01:00 - 23.10.2019 01:30,28.59,31.59,248
23.10.2019 01:30 - 23.10.2019 02:00,18.98,20.98,284
23.10.2019 02:00 - 23.10.2019 02:30,12.73,14.07,259
23.10.2019 02:30 - 23.10.2019 03:00,11.74,12.98,46
23.10.2019 03:00 - 23.10.2019 03:30,12.86,14.22,315
23.10.2019 03:30 - 23.10.2019 04:00,31.83,35.18,203
23.10.2019 04:00 - 23.10.2019 04:30,23.26,25.7,763
23.10.2019 04:30 - 23.10.2019 05:00,15.05,16.63,95
23.10.2019 05:00 - 23.10.2019 05:30,24.92,27.54,673
23.10.2019 05:30 - 23.10.2019 06:00,19.56,21.62,218
23.10.2019 06:00 - 23.10.2019 06:30,29.82,32.96,722
23.10.2019 06:30 - 23.10.2019 07:00,51.27,56.67,684
23.10.2019 07:00 - 23.10.2019 07:30,46.23,51.09,741
23.10.2019 07:30 - 23.10.2019 08:00,45.34,50.12,703
23.10.2019 08:00 - 23.10.2019 08:30,40.56,44.82,21
23.10.2019 08:30 - 23.10.2019 09:00,51.35,56.75,157
23.10.2019 09:00 - 23.10.2019 09:30,50.67,56.01,357
23.10.2019 09:30 - 23.10.2019 10:00,50.01,55.27,588
23.10.2019 10:00 - 23.10.2019 10:30,51.35,56.75,663
23.10.2019 10:30 - 23.10.2019 11:00,51.86,57.32,706
23.10.2019 11:00 - 23.10.2019 11:30,58.11,64.23,389
23.10.2019 11:30 - 23.10.2019 12:00,58.47,64.63,209
23.10.2019 12:00 - 23.10.2019 12:30,51.68,57.12,412
23.10.2019 12:30 - 23.10.2019 13:00,43.98,48.6,92
23.10.2019 13:00 - 23.10.2019 13:30,28.18,31.14,602
23.10.2019 13:30 - 23.10.2019 14:00,28.78,31.8,999
23.10.2019 14:00 - 23.10.2019 14:30,23.05,25.47,578
23.10.2019 14:30 - 23.10.2019 15:00,23.86,26.38,481
23.10.2019 15:00 - 23.10.2019 15:30,33.83,37.39,249
23.10.2019 15:30 - 23.10.2019 16:00,36.17,39.97,352
23.10.2019 16:00 - 23.10.2019 16:30,38.91,43.01,507
23.10.2019 16:30 - 23.10.2019 17:00,35.36,39.08,151
23.10.2019 17:00 - 23.10.2019 17:30,52.72,58.26,122
23.10.2019 17:30 - 23.10.2019 18:00,52.36,57.88,408
23.10.2019 18:00 - 23.10.2019 18:30,42,46.42,207
23.10.2019 18:30 - 23.10.2019 19:00,33.98,37.56,360
23.10.2019 19:00 - 23.10.2019 19:30,24.32,26.88,79
23.10.2019 19:30 - 23.10.2019 20:00,25.09,27.73,322
23.10.2019 20:00 - 23.10.2019 20:30,28.26,31.24,559
23.10.2019 20:30 - 23.10.2019 21:00,31.87,35.23,239
23.10.2019 21:00 - 23.10.2019 21:30,31.07,34.35,376
23.10.2019 21:30 - 23.10.2019 22:00,31.33,34.63,726
23.10.2019 22:00 - 23.10.2019 22:30,27.15,30.01,43
23.10.2019 22:30 - 23.10.2019 23:00,27.6,30.5,775
23.10.2019 23:00 - 23.10.2019 23:30,25.08,27.72,398
23.10.2019 23:30 - 24.10.2019 00:00,26.35,29.13,761
24.10.2019 00:00 - 24.10.2019 00:30,20.77,22.95,188
24.10.2019 00:30 - 24.10.2019 01:00,22.43,24.79,768
24.10.2019 01:00 - 24.10.2019 01:30,16.95,18.73,371
24.10.2019 01:30 - 24.10.2019 02:00,17.07,18.87,511
24.10.2019 02:00 - 24.10.2019 02:30,17.02,18.82,787
24.10.2019 02:30 - 24.10.2019 03:00,17.43,19.27,821
24.10.2019 03:00 - 24.10.2019 03:30,18.5,20.44,878
24.10.2019 03:30 - 24.10.2019 04:00,24.03,26.55,579
24.10.2019 04:00 - 24.10.2019 04:30,28.4,31.38,1412
24.10.2019 04:30 - 24.10.2019 05:00,27.96,30.9,551
24.10.2019 05:00 - 24.10.2019 05:30,40.14,44.36,1601
24.10.2019 05:30 - 24.10.2019 06:00,38.33,42.37,1025
24.10.2019 06:00 - 24.10.2019 06:30,37.04,40.94,930
24.10.2019 06:30 - 24.10.2019 07:00,41.15,45.49,990
24.10.2019 07:00 - 24.10.2019 07:30,39.48,43.64,225
24.10.2019 07:30 - 24.10.2019 08:00,43.11,47.65,422
24.10.2019 08:00 - 24.10.2019 08:30,43.36,47.92,124
24.10.2019 08:30 - 24.10.2019 09:00,46.19,51.05,592
24.10.2019 09:00 - 24.10.2019 09:30,39.08,43.2,550
24.10.2019 09:30 - 24.10.2019 10:00,34.19,37.79,841
24.10.2019 10:00 - 24.10.2019 10:30,30.13,33.31,1042
24.10.2019 10:30 - 24.10.2019 11:00,29.01,32.07,1090
24.10.2019 11:00 - 24.10.2019 11:30,16.83,18.61,1159
24.10.2019 11:30 - 24.10.2019 12:00,15.11,16.71,1072
24.10.2019 12:00 - 24.10.2019 12:30,14.64,16.18,451
24.10.2019 12:30 - 24.10.2019 13:00,15.02,16.6,669
24.10.2019 13:00 - 24.10.2019 13:30,7.57,8.37,95
24.10.2019 13:30 - 24.10.2019 14:00,8.33,9.21,178
24.10.2019 14:00 - 24.10.2019 14:30,19.04,21.04,679
24.10.2019 14:30 - 24.10.2019 15:00,9.39,10.37,383
24.10.2019 15:00 - 24.10.2019 15:30,40.95,45.26,68
24.10.2019 15:30 - 24.10.2019 16:00,38.9,43,224
24.10.2019 16:00 - 24.10.2019 16:30,28.23,31.21,353
24.10.2019 16:30 - 24.10.2019 17:00,53.21,58.81,336
24.10.2019 17:00 - 24.10.2019 17:30,40.03,44.25,219
24.10.2019 17:30 - 24.10.2019 18:00,39.16,43.28,729
24.10.2019 18:00 - 24.10.2019 18:30,31.41,34.71,646
24.10.2019 18:30 - 24.10.2019 19:00,27.71,30.63,1110
24.10.2019 19:00 - 24.10.2019 19:30,22.67,25.05,881
24.10.2019 19:30 - 24.10.2019 20:00,21.23,23.47,1427
24.10.2019 20:00 - 24.10.2019 20:30,19.42,21.46,958
24.10.2019 20:30 - 24.10.2019 21:00,13.02,14.39,396
24.10.2019 21:00 - 24.10.2019 21:30,14.85,16.41,358
24.10.2019 21:30 - 24.10.2019 22:00,16.54,18.28,737
24.10.2019 22:00 - 24.10.2019 22:30,15.65,17.29,245
24.10.2019 22:30 - 24.10.2019 23:00,22.58,24.96,1070
24.10.2019 23:00 - 24.10.2019 23:30,17.08,18.88,872
24.10.2019 23:30 - 25.10.2019 00:00,16.97,18.75,1067
25.10.2019 00:00 - 25.10.2019 00:30,18.01,19.91,583
25.10.2019 00:30 - 25.10.2019 01:00,16.62,18.36,570
25.10.2019 01:00 - 25.10.2019 01:30,27.87,30.81,47
25.10.2019 01:30 - 25.10.2019 02:00,15.65,17.29,371
25.10.2019 02:00 - 25.10.2019 02:30,15.58,17.22,654
25.10.2019 02:30 - 25.10.2019 03:00,15.3,16.91,272
25.10.2019 03:00 - 25.10.2019 03:30,21.18,23.4,354
25.10.2019 03:30 - 25.10.2019 04:00,19.16,21.18,17
25.10.2019 04:00 - 25.10.2019 04:30,20.54,22.7,897
25.10.2019 04:30 - 25.10.2019 05:00,19.8,21.88,69
25.10.2019 05:00 - 25.10.2019 05:30,24.31,26.87,1361
25.10.2019 05:30 - 25.10.2019 06:00,16.22,17.92,732
25.10.2019 06:00 - 25.10.2019 06:30,19.64,21.7,964
25.10.2019 06:30 - 25.10.2019 07:00,23.81,26.31,894
25.10.2019 07:00 - 25.10.2019 07:30,22.13,24.45,409
25.10.2019 07:30 - 25.10.2019 08:00,25.45,28.13,217
25.10.2019 08:00 - 25.10.2019 08:30,44.57,49.27,650
25.10.2019 08:30 - 25.10.2019 09:00,42.27,46.71,79
25.10.2019 09:00 - 25.10.2019 09:30,29.32,32.4,559
25.10.2019 09:30 - 25.10.2019 10:00,27.7,30.62,860
25.10.2019 10:00 - 25.10.2019 10:30,12.57,13.89,663
25.10.2019 10:30 - 25.10.2019 11:00,14.54,16.08,740
25.10.2019 11:00 - 25.10.2019 11:30,18.91,20.91,331
25.10.2019 11:30 - 25.10.2019 12:00,20.99,23.19,436
25.10.2019 12:00 - 25.10.2019 12:30,18.16,20.08,82
25.10.2019 12:30 - 25.10.2019 13:00,17.92,19.8,473
25.10.2019 13:00 - 25.10.2019 13:30,24.53,27.11,591
25.10.2019 13:30 - 25.10.2019 14:00,20.09,22.21,535
25.10.2019 14:00 - 25.10.2019 14:30,24.05,26.59,398
25.10.2019 14:30 - 25.10.2019 15:00,17.39,19.23,126
25.10.2019 15:00 - 25.10.2019 15:30,22.03,24.35,763
25.10.2019 15:30 - 25.10.2019 16:00,22.67,25.05,211
25.10.2019 16:00 - 25.10.2019 16:30,26.55,29.35,1074
25.10.2019 16:30 - 25.10.2019 17:00,26.71,29.53,447
25.10.2019 17:00 - 25.10.2019 17:30,29.06,32.12,183
25.10.2019 17:30 - 25.10.2019 18:00,37.58,41.54,63
25.10.2019 18:00 - 25.10.2019 18:30,23.99,26.51,539
25.10.2019 18:30 - 25.10.2019 19:00,19.27,21.29,737
25.10.2019 19:00 - 25.10.2019 19:30,17.17,18.97,670
25.10.2019 19:30 - 25.10.2019 20:00,19.06,21.06,1344
25.10.2019 20:00 - 25.10.2019 20:30,22.38,24.74,1202
25.10.2019 20:30 - 25.10.2019 21:00,26.52,29.32,312
25.10.2019 21:00 - 25.10.2019 21:30,26.94,29.78,204
25.10.2019 21:30 - 25.10.2019 22:00,26.1,28.84,158
25.10.2019 22:00 - 25.10.2019 22:30,30.76,34,519
25.10.2019 22:30 - 25.10.2019 23:00,32.21,35.6,1
25.10.2019 23:00 - 25.10.2019 23:30,23.35,25.81,403
25.10.2019 23:30 - 26.10.2019 00:00,41.2,45.54,549
26.10.2019 00:00 - 26.10.2019 00:30,42.75,47.25,708
26.10.2019 00:30 - 26.10.2019 01:00,32.08,35.46,175
26.10.2019 01:00 - 26.10.2019 01:30,27.85,30.79,426
26.10.2019 01:30 - 26.10.2019 02:00,25.42,28.1,294
26.10.2019 02:00 - 26.10.2019 02:30,16.78,18.54,219
26.10.2019 02:30 - 26.10.2019 03:00,32.74,36.18,104
26.10.2019 03:00 - 26.10.2019 03:30,31.32,34.62,83
26.10.2019 03:30 - 26.10.2019 04:00,25.22,27.88,174
26.10.2019 04:00 - 26.10.2019 04:30,27.09,29.95,36
26.10.2019 04:30 - 26.10.2019 05:00,21,23.21,4
26.10.2019 05:00 - 26.10.2019 05:30,27.01,29.85,462
26.10.2019 05:30 - 26.10.2019 06:00,26.83,29.65,311
26.10.2019 06:00 - 26.10.2019 06:30,30.23,33.41,409
26.10.2019 06:30 - 26.10.2019 07:00,30.24,33.42,375
26.10.2019 07:00 - 26.10.2019 07:30,31.04,34.3,296
26.10.2019 07:30 - 26.10.2019 08:00,30.93,34.19,289
26.10.2019 08:00 - 26.10.2019 08:30,16.55,18.29,47
26.10.2019 08:30 - 26.10.2019 09:00,15.97,17.65,126
26.10.2019 09:00 - 26.10.2019 09:30,22.25,24.59,13
